day,month,year,cloud_cover,global_radiation,max_temp,mean_temp,min_temp,pressure
7,8,1984.0,7.0,140.0,22.0,16.4,13.7,101350.0
8,8,1984.0,6.0,226.0,25.0,19.8,15.2,102370.0
9,8,1984.0,4.0,262.0,23.0,19.0,12.7,102220.0
10,8,1984.0,2.0,322.0,21.1,16.8,10.9,101580.0
11,8,1984.0,8.0,120.0,21.4,16.6,13.7,101350.0
12,8,1984.0,6.0,195.0,22.5,17.9,13.2,101440.0
13,8,1984.0,5.0,210.0,26.6,20.6,15.4,101720.0
14,8,1984.0,3.0,258.0,21.0,19.4,14.1,102350.0
15,8,1984.0,7.0,152.0,19.6,17.0,12.7,101470.0
16,8,1984.0,4.0,249.0,21.5,19.4,14.5,101870.0
17,8,1984.0,2.0,210.0,29.1,20.0,15.4,101830.0
18,8,1984.0,6.0,248.0,22.0,19.8,15.2,101910.0
19,8,1984.0,6.0,266.0,23.0,20.4,14.2,101780.0
20,8,1984.0,6.0,210.0,22.9,21.2,16.3,100940.0
21,8,1984.0,5.0,198.0,18.5,18.2,14.2,101820.0
22,8,1984.0,6.0,145.0,26.5,18.0,13.1,101990.0
23,8,1984.0,6.0,180.0,19.0,18.6,13.1,101550.0
24,8,1984.0,5.0,212.0,22.8,14.2,11.1,100670.0
25,8,1984.0,6.0,194.0,24.2,18.8,16.6,101810.0
26,8,1984.0,5.0,218.0,26.3,18.2,11.9,101560.0
27,8,1984.0,2.0,254.0,21.6,16.2,13.4,101730.0
28,8,1984.0,6.0,153.0,25.2,18.4,12.5,102070.0
29,8,1984.0,5.0,229.0,26.2,23.4,15.1,101790.0
30,8,1984.0,4.0,249.0,21.6,15.0,9.8,102150.0
31,8,1984.0,5.0,224.0,26.5,19.4,11.3,102220.0
1,9,1984.0,7.0,57.0,17.9,14.6,11.6,102580.0
2,9,1984.0,4.0,179.0,22.8,16.0,12.5,102380.0
3,9,1984.0,7.0,87.0,15.0,12.8,10.6,100140.0
4,9,1984.0,6.0,69.0,19.0,13.9,9.2,102130.0
5,9,1984.0,7.0,79.0,17.1,14.0,9.6,101870.0
6,9,1984.0,6.0,110.0,23.0,16.8,13.6,101240.0
7,9,1984.0,6.0,106.0,20.4,12.2,8.9,102630.0
8,9,1984.0,5.0,156.0,21.1,18.4,14.8,101630.0
9,9,1984.0,6.0,99.0,19.6,16.7,12.9,101420.0
10,9,1984.0,5.0,108.0,17.3,15.1,10.3,101150.0
11,9,1984.0,6.0,97.0,17.0,15.5,11.6,103030.0
12,9,1984.0,5.0,90.0,16.0,14.8,9.5,101400.0
13,9,1984.0,8.0,35.0,10.8,7.2,4.2,100690.0
14,9,1984.0,6.0,121.0,20.1,12.9,7.5,102740.0
15,9,1984.0,6.0,176.0,19.4,16.8,13.8,102760.0
16,9,1984.0,7.0,39.0,20.5,14.1,12.6,101620.0
17,9,1984.0,3.0,180.0,23.0,19.7,13.4,101830.0
18,9,1984.0,4.0,137.0,24.3,17.3,13.4,101570.0
19,9,1984.0,7.0,180.0,21.1,16.8,11.3,102330.0
20,9,1984.0,6.0,98.0,19.1,14.6,10.8,101050.0
21,9,1984.0,4.0,90.0,21.1,17.9,14.9,101300.0
22,9,1984.0,5.0,153.0,19.3,15.4,12.6,101310.0
23,9,1984.0,8.0,37.0,20.0,15.6,12.6,101270.0
24,9,1984.0,7.0,42.0,17.5,14.5,12.0,101380.0
25,9,1984.0,5.0,177.0,21.6,16.0,11.0,102100.0
26,9,1984.0,7.0,40.0,17.7,13.8,13.6,100700.0
27,9,1984.0,6.0,92.0,21.0,17.9,13.3,100430.0
28,9,1984.0,4.0,154.0,16.8,12.6,8.1,99560.0
29,9,1984.0,4.0,158.0,20.7,16.6,12.0,101570.0
30,9,1984.0,0.0,200.0,25.7,18.6,12.2,102090.0
1,10,1984.0,4.0,73.0,12.1,9.9,6.4,101590.0
2,10,1984.0,6.0,96.0,15.4,12.0,9.2,103030.0
3,10,1984.0,6.0,105.0,14.5,13.6,10.5,102650.0
4,10,1984.0,4.0,72.0,13.9,9.0,4.6,100750.0
5,10,1984.0,5.0,67.0,14.7,10.0,5.2,102390.0
6,10,1984.0,6.0,50.0,16.0,15.0,10.7,101670.0
7,10,1984.0,5.0,83.0,19.5,12.8,7.5,102630.0
8,10,1984.0,1.0,135.0,12.2,9.8,2.7,102610.0
9,10,1984.0,6.0,57.0,10.5,7.0,2.3,101670.0
10,10,1984.0,5.0,149.0,18.7,17.8,13.9,101680.0
11,10,1984.0,7.0,79.0,13.8,12.9,10.5,100740.0
12,10,1984.0,5.0,69.0,20.3,15.8,11.2,101150.0
13,10,1984.0,8.0,30.0,14.9,10.8,6.6,100880.0
14,10,1984.0,5.0,67.0,13.2,10.6,6.7,101160.0
15,10,1984.0,6.0,72.0,17.0,10.9,6.8,102230.0
16,10,1984.0,6.0,31.0,15.8,13.8,10.8,101620.0
17,10,1984.0,5.0,98.0,20.4,14.4,11.8,102390.0
18,10,1984.0,6.0,70.0,14.1,12.2,8.6,102370.0
19,10,1984.0,7.0,24.0,15.7,11.0,7.0,102870.0
20,10,1984.0,5.0,60.0,13.2,8.0,3.1,102600.0
21,10,1984.0,7.0,47.0,15.7,12.8,10.0,102720.0
22,10,1984.0,5.0,77.0,12.9,13.6,9.5,100740.0
23,10,1984.0,3.0,92.0,14.4,12.4,7.5,100810.0
24,10,1984.0,5.0,67.0,15.9,12.4,10.1,100670.0
25,10,1984.0,5.0,67.0,12.3,8.5,5.0,102230.0
26,10,1984.0,7.0,63.0,15.9,11.2,9.0,100520.0
27,10,1984.0,5.0,54.0,11.8,4.2,0.9,100550.0
28,10,1984.0,7.0,54.0,15.7,11.2,9.4,102740.0
29,10,1984.0,7.0,40.0,19.5,14.2,12.7,100810.0
30,10,1984.0,4.0,102.0,12.9,9.6,4.8,102000.0
31,10,1984.0,3.0,116.0,15.7,11.2,5.4,102540.0
1,11,1984.0,1.0,50.0,8.0,4.7,0.1,102740.0
2,11,1984.4,8.0,22.0,8.9,5.0,2.5,102480.0
3,11,1984.0,6.0,47.0,16.0,11.0,7.1,102260.0
4,11,1984.0,5.0,69.0,14.3,11.5,8.9,102570.0
5,11,1984.0,7.0,19.0,11.3,10.8,7.0,100770.0
6,11,1984.0,7.0,33.0,9.2,7.0,3.5,102840.0
7,11,1984.0,6.0,31.0,12.1,9.7,2.0,99670.0
8,11,1984.0,6.0,25.0,13.1,11.0,9.2,101050.0
9,11,1984.0,4.0,47.0,9.1,8.2,5.1,101830.0
10,11,1984.0,7.0,27.0,16.2,9.3,7.7,99960.0
11,11,1984.0,7.0,45.0,14.1,13.6,12.5,101090.0
12,11,1984.0,2.0,70.0,14.5,11.2,6.0,103240.0
13,11,1984.0,7.0,17.0,12.1,14.8,10.5,101340.0
14,11,1984.0,7.0,45.0,13.0,11.4,6.6,101390.0
15,11,1984.0,4.0,25.0,3.6,2.8,-0.5,103980.0
16,11,1984.0,7.0,19.0,9.4,5.6,2.6,102180.0
17,11,1984.0,6.0,20.0,16.6,11.3,7.6,102380.0
18,11,1984.0,6.0,17.0,13.9,5.9,3.5,102250.0
19,11,1984.0,7.0,12.0,17.0,12.9,9.5,101500.0
20,11,1984.0,6.0,20.0,5.5,8.4,5.7,101320.0
21,11,1984.0,7.0,18.0,9.0,5.9,0.8,101980.0
22,11,1984.0,8.0,18.0,10.3,6.1,4.7,102360.0
23,11,1984.0,3.0,65.0,12.7,8.6,6.6,101670.0
24,11,1984.0,7.0,25.0,9.7,5.4,2.8,103580.0
25,11,1984.0,7.0,20.0,13.4,11.0,7.5,100140.0
26,11,1984.0,8.0,18.0,0.7,-1.8,-6.5,102550.0
27,11,1984.0,7.0,27.0,10.4,8.6,5.4,99340.0
28,11,1984.0,5.0,57.0,11.4,9.7,7.1,102570.0
29,11,1984.0,3.0,44.0,3.9,0.7,-3.4,100600.0
30,11,1984.0,7.0,23.0,8.9,4.8,2.0,99840.0
1,12,1984.0,7.0,13.0,4.5,4.2,2.8,103500.0
2,12,1984.0,8.0,13.0,9.3,8.0,7.4,101360.0
3,12,1984.0,8.0,12.0,6.5,3.8,1.8,101500.0
4,12,1984.0,7.0,12.0,11.5,12.8,9.0,101390.0
5,12,1984.0,3.0,60.0,6.8,5.0,0.5,102490.0
6,12,1984.0,8.0,17.0,12.5,8.1,5.0,102510.0
7,12,1984.0,5.0,30.0,2.0,3.4,1.4,101710.0
8,12,1984.0,7.0,13.0,8.1,6.0,4.3,100170.0
9,12,1984.0,8.0,17.0,10.7,9.0,5.9,99420.0
10,12,1984.0,4.0,44.0,6.0,5.0,1.7,99420.0
11,12,1984.0,5.0,47.0,6.6,-0.8,-3.7,101390.0
12,12,1984.0,7.0,12.0,13.6,6.2,1.7,100830.0
13,12,1984.0,8.0,12.0,12.1,10.8,8.3,102280.0
14,12,1984.0,5.0,45.0,0.3,1.8,-0.2,103020.0
15,12,1984.0,6.0,12.0,10.5,5.4,2.7,102250.0
16,12,1984.0,2.0,41.0,6.5,4.3,0.4,102720.0
17,12,1984.0,7.0,12.0,7.2,2.4,-1.7,102780.0
18,12,1984.0,7.0,12.0,8.1,11.2,9.8,102650.0
19,12,1984.0,8.0,12.0,10.4,6.0,3.4,103520.0
20,12,1984.0,7.0,25.0,10.4,6.4,0.4,100100.0
21,12,1984.0,6.0,12.0,0.7,-1.8,-6.4,101900.0
22,12,1984.0,6.0,34.0,9.3,2.6,-2.3,102780.0
23,12,1984.0,6.0,25.0,7.6,5.4,5.8,101000.0
24,12,1984.0,6.0,20.0,5.4,5.6,1.9,103560.0
25,12,1984.0,3.0,44.0,10.8,3.8,0.5,100580.0
26,12,1984.0,8.0,12.0,10.0,8.8,6.1,100100.0
27,12,1984.0,8.0,12.0,6.5,3.3,-0.7,101370.0
28,12,1984.0,8.0,12.0,9.8,9.7,6.3,99050.0
29,12,1984.0,8.0,12.0,9.1,5.2,1.3,102550.0
30,12,1984.0,8.0,13.0,8.5,6.8,2.5,103540.0
31,12,1984.0,8.0,12.0,3.9,4.8,2.0,103210.0
1,1,1985.0,8.0,20.0,4.8,3.2,0.6,102000.0
2,1,1985.0,5.0,40.0,8.2,3.8,0.1,101290.0
3,1,1985.0,8.0,13.0,9.1,-0.4,-4.6,103490.0
4,1,1985.0,5.0,39.0,3.4,-0.8,-4.5,103450.0
5,1,1985.0,3.0,42.0,6.0,3.8,1.9,103410.0
6,1,1985.0,8.0,18.0,8.3,3.2,0.0,103560.0
7,1,1985.0,2.0,64.0,4.2,3.7,-0.7,102580.0
8,1,1985.0,7.0,14.0,4.8,4.6,-0.2,100840.0
9,1,1985.0,5.0,19.0,5.7,4.4,1.1,101580.0
10,1,1985.0,8.0,18.0,2.9,-2.2,-2.1,102530.0
11,1,1985.0,7.0,16.0,6.5,3.6,0.6,103560.0
12,1,1985.0,1.0,14.0,4.7,2.8,-2.6,102610.0
13,1,1985.0,6.0,19.0,1.4,0.7,-5.0,103180.0
14,1,1985.0,7.0,16.0,-0.7,-1.0,-6.4,101160.0
15,1,1985.0,5.0,49.0,10.5,6.0,2.8,102970.0
16,1,1985.0,3.0,34.0,9.8,6.8,4.9,101060.0
17,1,1985.0,5.0,49.0,13.6,9.6,7.4,103640.0
18,1,1985.0,7.0,29.0,10.5,10.2,7.0,102600.0
19,1,1985.0,8.0,15.0,4.6,-1.6,-7.9,101980.0
20,1,1985.0,0.0,52.0,7.0,2.2,-1.1,103300.0
21,1,1985.0,4.0,17.0,5.1,2.4,1.8,102560.0
22,1,1985.0,8.0,14.0,3.9,4.0,2.3,102650.0
23,1,1985.0,6.0,30.0,6.4,6.1,4.8,103770.0
24,1,1985.0,8.0,16.0,9.3,9.6,5.6,102600.0
25,1,1985.0,6.0,18.0,10.4,5.4,3.1,102570.0
26,1,1985.0,8.0,15.0,5.7,1.6,-2.9,102370.0
27,1,1985.0,6.0,42.0,6.3,3.2,1.6,102660.0
28,1,1985.0,6.0,15.0,4.5,3.5,1.0,100980.0
29,1,1985.0,6.0,16.0,7.2,4.8,2.6,103500.0
30,1,1985.0,8.0,13.0,7.9,4.8,2.1,100310.0
31,1,1985.0,6.0,29.0,7.9,8.1,4.9,99430.0
1,2,1985.0,4.0,62.0,5.3,0.9,-3.0,103490.0
2,2,1985.0,7.0,28.0,7.0,3.1,-0.1,101400.0
3,2,1985.0,6.0,40.0,12.1,7.1,3.4,102210.0
4,2,1985.0,6.0,55.0,11.9,2.6,-0.8,101290.0
5,2,1985.0,5.0,47.0,11.5,3.0,-0.6,102830.0
6,2,1985.0,8.0,18.0,4.4,2.0,0.8,102260.0
7,2,1985.0,8.0,21.0,6.4,4.8,2.1,100620.0
8,2,1985.0,6.0,26.0,10.1,4.8,2.7,102460.0
9,2,1985.0,5.0,64.0,8.6,6.2,2.8,100540.0
10,2,1985.0,6.0,47.0,12.1,7.2,0.4,102530.0
11,2,1985.0,5.0,72.0,9.6,5.5,2.7,102230.0
12,2,1985.0,5.0,42.0,0.5,-2.3,-5.2,102320.0
13,2,1985.0,2.0,112.0,6.0,-0.8,-3.5,102960.0
14,2,1985.0,8.0,27.0,5.1,5.4,2.1,103830.0
15,2,1985.0,8.0,28.0,10.8,7.2,2.0,100850.0
16,2,1985.0,6.0,46.0,2.8,2.2,0.7,102520.0
17,2,1985.0,8.0,46.0,4.0,1.2,0.7,103380.0
18,2,1985.0,8.0,26.0,4.9,2.5,0.0,103120.0
19,2,1985.0,4.0,58.0,12.8,5.2,-0.4,102130.0
20,2,1985.0,7.0,31.0,7.5,2.4,-0.5,101730.0
21,2,1985.0,8.0,27.0,3.0,3.3,1.0,101830.0
22,2,1985.0,3.0,97.0,11.5,5.8,2.2,103460.0
23,2,1985.0,3.0,64.0,7.5,3.1,0.7,103320.0
24,2,1985.0,8.0,42.0,10.9,7.2,3.2,101050.0
25,2,1985.0,8.0,27.0,5.9,5.6,2.2,101470.0
26,2,1985.0,7.0,28.0,9.6,5.6,3.9,101870.0
27,2,1985.0,6.0,23.0,6.3,3.9,-0.1,102300.0
28,2,1985.0,7.0,57.0,5.5,5.4,1.7,102080.0
1,3,1985.0,6.0,21.0,11.4,4.6,1.1,100520.0
2,3,1985.0,4.0,69.0,14.2,9.3,6.6,100570.0
3,3,1985.0,6.0,64.0,11.6,8.6,6.0,101030.0
4,3,1985.0,7.0,46.0,10.9,4.6,0.5,101850.0
5,3,1985.0,6.0,140.0,11.8,10.5,6.3,102060.0
6,3,1985.0,5.0,173.0,10.5,6.2,1.3,100280.0
7,3,1985.0,6.0,69.0,8.2,8.3,6.8,102720.0
8,3,1985.0,8.0,57.0,12.5,6.2,4.1,101480.0
9,3,1985.0,6.0,72.0,6.8,3.0,0.4,103640.0
10,3,1985.0,6.0,103.0,10.4,8.3,5.9,100810.0
11,3,1985.0,6.0,53.0,11.2,7.2,4.0,98980.0
12,3,1985.0,4.0,92.0,8.5,4.6,0.6,100630.0
13,3,1985.0,7.0,127.0,11.6,9.6,6.5,101220.0
14,3,1985.0,6.0,131.0,13.0,11.0,7.5,101790.0
15,3,1985.0,7.0,53.0,10.3,8.2,4.8,100350.0
16,3,1985.0,6.0,90.0,9.0,6.6,3.9,103040.0
17,3,1985.0,4.0,74.0,10.9,6.0,2.2,103030.0
18,3,1985.0,5.0,44.0,13.5,9.0,4.5,101830.0
19,3,1985.0,8.0,46.0,12.0,9.0,6.1,101670.0
20,3,1985.0,8.0,46.0,12.6,8.3,5.4,102610.0
21,3,1985.0,,54.0,11.0,8.0,6.9,103460.0
22,3,1985.0,3.0,173.0,11.2,4.4,1.8,103530.0
23,3,1985.0,5.0,111.0,13.9,10.2,6.7,102350.0
24,3,1985.0,4.0,83.0,13.8,8.9,2.4,101290.0
25,3,1985.0,3.0,53.0,9.7,6.2,3.8,100790.0
26,3,1985.0,8.0,116.0,12.7,9.8,8.9,101390.0
27,3,1985.0,8.0,58.0,8.6,3.8,0.5,102580.0
28,3,1985.0,8.0,39.0,14.4,12.2,8.6,100640.0
29,3,1985.0,7.0,43.0,10.0,7.8,4.6,101160.0
30,3,1985.0,6.0,61.0,9.8,4.7,-0.2,101270.0
31,3,1985.0,5.0,116.0,8.5,4.7,1.8,103330.0
1,4,1985.0,7.0,58.0,6.6,4.2,1.9,103400.0
2,4,1985.0,4.0,228.0,13.3,10.6,5.2,100750.0
3,4,1985.0,6.0,173.0,14.0,8.6,4.3,102530.0
4,4,1985.0,6.0,173.0,15.2,11.4,8.1,101630.0
5,4,1985.0,6.0,214.0,10.1,8.8,5.4,100640.0
6,4,1985.0,7.0,61.0,12.8,8.3,6.4,102420.0
7,4,1985.0,4.0,176.0,7.4,5.8,3.7,101770.0
8,4,1985.0,6.0,120.0,11.4,8.6,5.8,101730.0
9,4,1985.0,5.0,163.0,15.3,12.4,7.4,102160.0
10,4,1985.0,6.0,90.0,9.0,4.4,-0.6,101830.0
11,4,1985.0,7.0,125.0,11.0,8.0,2.1,104120.0
12,4,1985.0,6.0,165.0,11.6,7.8,5.5,101450.0
13,4,1985.0,5.0,134.0,14.5,8.4,3.9,101500.0
14,4,1985.0,2.0,252.0,17.0,9.0,5.0,103420.0
15,4,1985.0,7.0,140.0,10.6,6.8,1.9,100320.0
16,4,1985.0,5.0,147.0,12.0,8.6,4.8,103030.0
17,4,1985.0,5.0,163.0,20.7,15.2,7.7,101720.0
18,4,1985.0,6.0,175.0,15.6,9.6,5.3,102550.0
19,4,1985.0,5.0,229.0,14.6,11.4,7.6,101500.0
20,4,1985.0,7.0,79.0,16.3,12.4,8.8,100350.0
21,4,1985.0,3.0,254.0,20.4,13.1,8.1,101820.0
22,4,1985.0,8.0,81.0,17.1,8.2,4.8,102530.0
23,4,1985.0,7.0,93.0,7.3,6.0,3.6,102300.0
24,4,1985.0,4.0,199.0,15.7,7.7,0.8,102120.0
25,4,1985.0,1.0,320.0,15.3,8.6,3.5,103030.0
26,4,1985.0,7.0,58.0,14.2,7.2,4.1,102510.0
27,4,1985.0,6.0,84.0,14.6,10.2,7.3,101050.0
28,4,1985.0,7.0,247.0,14.6,8.6,3.0,102340.0
29,4,1985.0,8.0,79.0,10.0,7.4,3.5,100500.0
30,4,1985.0,6.0,157.0,14.9,9.7,3.6,102510.0
1,5,1985.0,7.0,82.0,14.3,10.2,7.8,101620.0
2,5,1985.0,5.0,197.0,19.0,11.6,7.2,102230.0
3,5,1985.0,8.0,80.0,14.8,9.8,8.8,101300.0
4,5,1985.0,7.0,106.0,15.3,14.1,9.2,102250.0
5,5,1985.0,2.0,339.0,21.6,18.2,11.3,102000.0
6,5,1985.0,2.0,320.0,21.8,14.0,8.7,102660.0
7,5,1985.0,4.0,256.0,12.0,11.8,7.5,100810.0
8,5,1985.0,4.0,220.0,17.2,15.2,11.4,101420.0
9,5,1985.0,5.0,172.0,17.6,10.4,6.9,101150.0
10,5,1985.0,4.0,255.0,15.2,11.4,4.4,102290.0
11,5,1985.0,5.0,302.0,18.9,12.4,5.1,102700.0
12,5,1985.0,7.0,89.0,15.9,12.3,8.8,101260.0
13,5,1985.0,4.0,259.0,22.4,14.6,11.5,100520.0
14,5,1985.0,6.0,254.0,12.6,10.8,5.5,102060.0
15,5,1985.0,7.0,93.0,12.1,9.8,4.8,101940.0
16,5,1985.0,6.0,198.0,12.8,8.6,6.5,100840.0
17,5,1985.0,6.0,249.0,14.5,13.0,7.6,101080.0
18,5,1985.0,7.0,89.0,12.3,8.8,6.8,103150.0
19,5,1985.0,6.0,279.0,23.9,16.9,10.2,102310.0
20,5,1985.0,6.0,168.0,14.6,12.6,8.2,100990.0
21,5,1985.0,2.0,301.0,18.7,12.2,6.5,102700.0
22,5,1985.0,6.0,271.0,21.1,15.8,8.2,102960.0
23,5,1985.0,3.0,290.0,16.0,13.4,8.0,102390.0
24,5,1985.0,5.0,236.0,18.1,13.0,7.5,101720.0
25,5,1985.0,7.0,70.0,13.7,8.9,7.4,102700.0
26,5,1985.0,6.0,185.0,20.4,13.0,9.9,101640.0
27,5,1985.0,3.0,279.0,21.7,18.8,11.5,102500.0
28,5,1985.0,4.0,245.0,17.2,13.6,10.3,102710.0
29,5,1985.0,5.0,174.0,18.4,16.8,10.0,102060.0
30,5,1985.0,1.0,291.0,23.6,13.5,7.2,102800.0
31,5,1985.0,6.0,198.0,13.5,10.6,5.4,101420.0
1,6,1985.0,7.0,145.0,18.7,16.4,12.5,101030.0
2,6,1985.0,6.0,174.0,20.4,13.2,8.3,101830.0
3,6,1985.0,6.0,171.0,18.3,15.8,11.7,101360.0
4,6,1985.0,6.0,241.0,19.1,19.4,13.9,101340.0
5,6,1985.0,7.0,198.0,21.6,16.9,11.0,101890.0
6,6,1985.0,7.0,113.0,17.2,12.2,9.8,102570.0
7,6,1985.0,6.0,171.0,12.9,5.4,1.8,101380.0
8,6,1985.0,5.0,258.0,23.0,20.6,14.0,101840.0
9,6,1985.0,2.0,277.0,21.2,19.4,12.5,103150.0
10,6,1985.0,5.0,288.0,21.9,18.3,13.4,101900.0
11,6,1985.0,5.0,249.0,19.6,13.4,8.4,101280.0
12,6,1985.0,3.0,307.0,26.0,20.4,14.9,102180.0
13,6,1985.0,5.0,240.0,16.6,15.2,11.9,101830.0
14,6,1985.0,6.0,231.0,17.0,16.6,10.3,101860.0
15,6,1985.0,8.0,,20.7,15.6,12.4,101300.0
16,6,1985.0,6.0,229.0,16.1,13.4,6.3,101620.0
17,6,1985.0,6.0,130.0,18.0,13.8,9.9,100820.0
18,6,1985.0,5.0,253.0,22.8,20.6,15.8,102060.0
19,6,1985.0,7.0,130.0,23.5,18.4,13.3,102370.0
20,6,1985.0,5.0,176.0,23.1,18.8,15.9,101480.0
21,6,1985.0,6.0,224.0,17.9,15.2,12.7,101360.0
22,6,1985.0,6.0,257.0,23.9,18.0,13.7,101870.0
23,6,1985.0,6.0,168.0,20.2,17.4,14.8,100790.0
24,6,1985.0,6.0,220.0,24.3,18.8,15.7,101880.0
25,6,1985.0,5.0,210.0,19.1,14.2,9.2,101240.0
26,6,1985.0,7.0,76.0,17.6,12.0,11.2,100690.0
27,6,1985.0,6.0,198.0,23.6,17.8,12.6,101860.0
28,6,1985.0,6.0,252.0,17.9,13.2,9.9,101880.0
29,6,1985.0,2.0,267.0,23.4,12.6,6.5,102760.0
30,6,1985.0,8.0,81.0,23.2,17.8,14.0,102540.0
1,7,1985.0,6.0,239.0,24.2,19.4,15.5,101340.0
2,7,1985.0,7.0,171.0,21.4,17.8,13.3,100640.0
3,7,1985.0,6.0,184.0,19.1,16.0,13.3,101790.0
4,7,1985.0,5.0,292.0,20.2,20.9,15.8,101740.0
5,7,1985.0,7.0,106.0,25.8,19.8,16.9,102200.0
6,7,1985.0,5.0,229.0,21.9,18.0,14.6,101630.0
7,7,1985.0,7.0,78.0,23.6,18.6,15.0,101680.0
8,7,1985.0,4.0,222.0,26.8,20.9,13.9,102670.0
9,7,1985.0,6.0,240.0,19.5,18.8,13.0,101790.0
10,7,1985.0,6.0,222.0,23.9,23.8,16.3,100600.0
11,7,1985.0,1.0,321.0,24.1,19.7,13.8,101440.0
12,7,1985.0,5.0,308.0,23.0,19.2,12.0,102070.0
13,7,1985.0,4.0,278.0,27.7,20.3,14.1,101820.0
14,7,1985.0,7.0,244.0,25.2,19.8,14.4,101600.0
15,7,1985.0,5.0,308.0,24.6,19.2,12.4,101880.0
16,7,1985.0,6.0,247.0,21.5,19.2,13.7,101600.0
17,7,1985.0,7.0,174.0,19.4,17.3,13.0,100960.0
18,7,1985.0,7.0,179.0,23.7,20.4,14.6,101790.0
19,7,1985.0,6.0,236.0,26.9,21.8,14.9,102380.0
20,7,1985.0,6.0,259.0,20.4,15.9,10.1,102990.0
21,7,1985.0,4.0,198.0,25.5,16.2,11.5,101860.0
22,7,1985.0,8.0,75.0,19.5,16.4,14.5,101630.0
23,7,1985.0,4.0,272.0,24.1,19.4,14.0,102500.0
24,7,1985.0,6.0,229.0,19.7,18.0,13.4,102120.0
25,7,1985.0,8.0,89.0,21.4,19.5,15.4,101260.0
26,7,1985.0,7.0,235.0,21.4,18.4,15.7,101750.0
27,7,1985.0,5.0,211.0,26.3,18.6,13.3,101980.0
28,7,1985.0,3.0,245.0,27.2,21.0,17.1,102340.0
29,7,1985.0,6.0,252.0,21.2,16.4,11.5,101960.0
30,7,1985.0,6.0,321.0,16.8,15.0,10.5,102520.0
31,7,1985.0,7.0,179.0,17.7,15.8,11.9,101390.0
1,8,1985.0,3.0,208.0,21.0,19.4,13.0,100840.0
2,8,1985.0,6.0,180.0,22.2,17.3,13.0,101870.0
3,8,1985.0,5.0,176.0,21.2,20.6,15.5,101150.0
4,8,1985.0,8.0,77.0,22.8,17.6,14.3,101390.0
5,8,1985.0,6.0,208.0,19.1,18.2,13.0,101550.0
6,8,1985.0,4.0,266.0,27.4,24.4,16.0,102210.0
7,8,1985.0,8.0,53.0,23.8,15.8,12.2,101690.0
8,8,1985.0,6.0,79.0,20.4,16.4,13.7,101680.0
9,8,1985.0,6.0,90.0,19.5,15.4,12.6,100390.0
10,8,1985.0,7.0,153.0,22.0,17.4,14.0,101800.0
11,8,1985.0,3.0,253.0,25.6,18.2,15.5,101700.0
12,8,1985.0,6.0,127.0,19.7,17.0,14.5,100670.0
13,8,1985.0,5.0,194.0,20.5,17.3,13.2,100710.0
14,8,1985.0,7.0,64.0,18.7,14.6,10.7,101550.0
15,8,1985.0,7.0,122.0,19.7,19.1,14.6,102340.0
16,8,1985.0,4.0,208.0,22.2,20.5,14.9,101860.0
17,8,1985.0,5.0,258.0,25.7,17.0,11.2,102240.0
18,8,1985.0,7.0,93.0,21.8,16.2,13.5,102460.0
19,8,1985.0,6.0,210.0,20.7,23.8,17.5,101700.0
20,8,1985.0,6.0,89.0,16.9,15.6,12.0,100920.0
21,8,1985.0,6.0,145.0,21.3,16.8,11.8,101160.0
22,8,1985.0,4.0,222.0,22.7,18.8,10.6,102900.0
23,8,1985.0,7.0,174.0,20.5,14.0,11.3,101870.0
24,8,1985.0,4.0,255.0,16.2,11.8,6.5,101390.0
25,8,1985.0,6.0,110.0,23.6,18.0,14.3,101900.0
26,8,1985.0,4.0,231.0,23.0,16.0,11.7,102330.0
27,8,1985.0,6.0,188.0,23.3,20.8,16.4,101840.0
28,8,1985.0,1.0,277.0,29.4,22.2,17.0,102150.0
29,8,1985.0,5.0,234.0,23.8,15.4,10.9,101700.0
30,8,1985.0,6.0,95.0,26.8,22.0,17.1,101900.0
31,8,1985.0,4.0,241.0,25.6,20.3,15.6,101910.0
1,9,1985.0,6.0,110.0,19.0,13.0,10.3,102320.0
2,9,1985.0,7.0,57.0,14.2,17.5,15.7,99320.0
3,9,1985.0,5.0,168.0,15.4,13.6,10.3,101970.0
4,9,1985.0,5.0,153.0,17.3,13.8,9.3,101810.0
5,9,1985.0,6.0,133.0,14.9,13.2,11.5,99850.0
6,9,1985.0,7.0,46.0,17.0,15.4,12.6,101000.0
7,9,1985.0,7.0,92.0,14.8,14.1,11.5,98460.0
8,9,1985.0,6.0,137.0,18.2,17.8,11.7,101860.0
9,9,1985.0,8.0,50.0,23.2,16.5,15.7,101600.0
10,9,1985.0,5.0,149.0,16.9,11.9,6.0,100740.0
11,9,1985.0,4.0,266.0,27.0,22.0,17.8,101900.0
12,9,1985.0,6.0,49.0,17.4,15.0,12.0,100930.0
13,9,1985.0,5.0,128.0,20.0,16.2,13.5,101200.0
14,9,1985.0,8.0,56.0,14.3,12.6,10.6,101350.0
15,9,1985.0,7.0,97.0,19.9,18.2,14.0,100710.0
16,9,1985.0,4.0,151.0,18.5,15.6,9.5,101430.0
17,9,1985.0,7.0,47.0,20.0,16.2,14.6,102150.0
18,9,1985.0,8.0,65.0,17.9,16.6,14.7,100850.0
19,9,1985.0,7.0,98.0,20.3,16.6,13.0,101180.0
